Experiment,Topic,ID,Question,Response,CorrectAnswer,label
1,Statistics,364,What kind of bias can arise if the researcher asks misleading questions?,For,Response bias,-1
1,Statistics,366,What kind of bias can arise if the researcher asks misleading questions?,"they will get inaccurate data, response ",Response bias,-1
1,Statistics,401,What kind of bias can arise if the researcher asks misleading questions?,a situational bias,Response bias,-1
1,Statistics,103,"In this form of sampling, the population is divided into sections and then participants are randomly selected from each section to form the sample.",Grouping,Stratified Sampling,-1
1,Statistics,112,"In this form of sampling, the population is divided into sections and then participants are randomly selected from each section to form the sample.",0,Stratified Sampling,-1
1,Statistics,133,"In this form of sampling, the population is divided into sections and then participants are randomly selected from each section to form the sample.",subset sampling,Stratified Sampling,-1
1,Statistics,137,"In this form of sampling, the population is divided into sections and then participants are randomly selected from each section to form the sample.",stratified samilping,Stratified Sampling,1
1,Statistics,140,"In this form of sampling, the population is divided into sections and then participants are randomly selected from each section to form the sample.",sampling distribution,Stratified Sampling,-1
1,Statistics,167,"In this form of sampling, the population is divided into sections and then participants are randomly selected from each section to form the sample.",grouping sample,Stratified Sampling,-1
1,Statistics,177,"In this form of sampling, the population is divided into sections and then participants are randomly selected from each section to form the sample.",proportional sampling,Stratified Sampling,-1
1,Statistics,178,"In this form of sampling, the population is divided into sections and then participants are randomly selected from each section to form the sample.",Simple Random Sampling,Stratified Sampling,-1
1,Statistics,186,"In this form of sampling, the population is divided into sections and then participants are randomly selected from each section to form the sample.",random sampling ,Stratified Sampling,-1
1,Statistics,189,"In this form of sampling, the population is divided into sections and then participants are randomly selected from each section to form the sample.",grouping,Stratified Sampling,-1
1,Statistics,204,"In this form of sampling, the population is divided into sections and then participants are randomly selected from each section to form the sample.",split sampling,Stratified Sampling,-1
1,Statistics,216,"In this form of sampling, the population is divided into sections and then participants are randomly selected from each section to form the sample.",categorical,Stratified Sampling,-1
1,Statistics,222,"In this form of sampling, the population is divided into sections and then participants are randomly selected from each section to form the sample.",stratified sampling ,Stratified Sampling,1
1,Statistics,225,"In this form of sampling, the population is divided into sections and then participants are randomly selected from each section to form the sample.",experimental,Stratified Sampling,-1
1,Statistics,236,"In this form of sampling, the population is divided into sections and then participants are randomly selected from each section to form the sample.",simple random sampling,Stratified Sampling,-1
1,Statistics,240,"In this form of sampling, the population is divided into sections and then participants are randomly selected from each section to form the sample.",strata samp,Stratified Sampling,0
1,Statistics,249,"In this form of sampling, the population is divided into sections and then participants are randomly selected from each section to form the sample.",stratified sampling,Stratified Sampling,1
1,Statistics,263,"In this form of sampling, the population is divided into sections and then participants are randomly selected from each section to form the sample.",Strata. The population could be split by gender and then selected from each gender group.,Stratified Sampling,0
1,Statistics,272,"In this form of sampling, the population is divided into sections and then participants are randomly selected from each section to form the sample.",0,Stratified Sampling,-1
1,Statistics,286,"In this form of sampling, the population is divided into sections and then participants are randomly selected from each section to form the sample.",random sampling,Stratified Sampling,-1
1,Statistics,293,"In this form of sampling, the population is divided into sections and then participants are randomly selected from each section to form the sample.",Random sampling ,Stratified Sampling,-1
1,Statistics,314,"In this form of sampling, the population is divided into sections and then participants are randomly selected from each section to form the sample.",Generalization ,Stratified Sampling,-1
1,Statistics,319,"In this form of sampling, the population is divided into sections and then participants are randomly selected from each section to form the sample.",0,Stratified Sampling,-1
1,Statistics,330,"In this form of sampling, the population is divided into sections and then participants are randomly selected from each section to form the sample.",random sampling,Stratified Sampling,-1
1,Statistics,340,"In this form of sampling, the population is divided into sections and then participants are randomly selected from each section to form the sample.",Stratified sampling,Stratified Sampling,1
1,Statistics,341,"In this form of sampling, the population is divided into sections and then participants are randomly selected from each section to form the sample.",random sampling ,Stratified Sampling,-1
1,Statistics,355,"In this form of sampling, the population is divided into sections and then participants are randomly selected from each section to form the sample.",i know what it is but i forgot the name,Stratified Sampling,-1
1,Statistics,364,"In this form of sampling, the population is divided into sections and then participants are randomly selected from each section to form the sample.",stratified,Stratified Sampling,1
1,Statistics,366,"In this form of sampling, the population is divided into sections and then participants are randomly selected from each section to form the sample.",stratified sampling,Stratified Sampling,1
1,Statistics,401,"In this form of sampling, the population is divided into sections and then participants are randomly selected from each section to form the sample.",simple random sample,Stratified Sampling,-1
1,Physics,108,What type of particles do masers emit?,microwaves and radio waves,Microwaves and radio waves,1
1,Physics,115,What type of particles do masers emit?,wavelengths,Microwaves and radio waves,-1
1,Physics,127,What type of particles do masers emit?,i don't remember ,Microwaves and radio waves,-1
1,Physics,143,What type of particles do masers emit?,I don't know ,Microwaves and radio waves,-1
1,Physics,145,What type of particles do masers emit?,not visible ,Microwaves and radio waves,-1
1,Physics,149,What type of particles do masers emit?,light waves,Microwaves and radio waves,-1
1,Physics,151,What type of particles do masers emit?,microwaves and/or radiowaves,Microwaves and radio waves,1
1,Physics,164,What type of particles do masers emit?,light particles also known as photons,Microwaves and radio waves,-1
1,Physics,165,What type of particles do masers emit?,micro waves and light waves,Microwaves and radio waves,1
1,Physics,172,What type of particles do masers emit?,photons,Microwaves and radio waves,-1
1,Physics,203,What type of particles do masers emit?,non-visible particles,Microwaves and radio waves,-1
1,Physics,210,What type of particles do masers emit?,radiowaves and microwaves,Microwaves and radio waves,1
1,Physics,212,What type of particles do masers emit?,microwaves,Microwaves and radio waves,1
1,Physics,229,What type of particles do masers emit?,ions,Microwaves and radio waves,-1
1,Physics,232,What type of particles do masers emit?,photons,Microwaves and radio waves,-1
1,Physics,247,What type of particles do masers emit?,trouphs ,Microwaves and radio waves,-1
1,Physics,254,What type of particles do masers emit?,light,Microwaves and radio waves,-1
1,Physics,266,What type of particles do masers emit?,"I honestly have no idea, its hard to focus",Microwaves and radio waves,-1
1,Physics,274,What type of particles do masers emit?,light ,Microwaves and radio waves,-1
1,Physics,281,What type of particles do masers emit?,microwaves,Microwaves and radio waves,1
1,Physics,289,What type of particles do masers emit?,0,Microwaves and radio waves,-1
1,Physics,299,What type of particles do masers emit?,Microwave particles,Microwaves and radio waves,1
1,Physics,300,What type of particles do masers emit?,Invisible waves,Microwaves and radio waves,-1
1,Physics,311,What type of particles do masers emit?,radiation,Microwaves and radio waves,-1
1,Physics,321,What type of particles do masers emit?,they are a mix of radio and microwaves ,Microwaves and radio waves,1
1,Physics,331,What type of particles do masers emit?,microwaves,Microwaves and radio waves,1
1,Physics,337,What type of particles do masers emit?,microwaves,Microwaves and radio waves,1
1,Physics,344,What type of particles do masers emit?,microwaves,Microwaves and radio waves,1
1,Physics,358,What type of particles do masers emit?,photons,Microwaves and radio waves,-1
1,Physics,365,What type of particles do masers emit?,invisible particles that emit energy,Microwaves and radio waves,-1
1,Physics,368,What type of particles do masers emit?,photons,Microwaves and radio waves,-1
1,Physics,373,What type of particles do masers emit?,protons ,Microwaves and radio waves,-1
1,Physics,108,What is Gordon Gould's main achievement?,inventing the laser (but not patenting it),He invented the (concept of) laser,1
1,Physics,115,What is Gordon Gould's main achievement?,creating lasers,He invented the (concept of) laser,1
1,Physics,127,What is Gordon Gould's main achievement?,he invented lasers - but this was stolen from him and he spent a long time trying to patent his work,He invented the (concept of) laser,1
1,Physics,143,What is Gordon Gould's main achievement?,inventing lasers by combining maser and light,He invented the (concept of) laser,1
1,Physics,145,What is Gordon Gould's main achievement?,making the idea of a laser,He invented the (concept of) laser,1
1,Physics,149,What is Gordon Gould's main achievement?,"making lazers to cut clothes, use in microwaves, and more",He invented the (concept of) laser,1
1,Physics,151,What is Gordon Gould's main achievement?,creating the laser,He invented the (concept of) laser,1
1,Physics,164,What is Gordon Gould's main achievement?,Creating the first ever laser,He invented the (concept of) laser,1
1,Physics,165,What is Gordon Gould's main achievement?,He invented the laser,He invented the (concept of) laser,1
1,Physics,172,What is Gordon Gould's main achievement?,patent the first laser ,He invented the (concept of) laser,1
1,Physics,203,What is Gordon Gould's main achievement?,the creation of the laser,He invented the (concept of) laser,1
1,Physics,210,What is Gordon Gould's main achievement?,Inventing the laser but could not get a patent for it until 20 years later.,He invented the (concept of) laser,1
1,Physics,212,What is Gordon Gould's main achievement?,"Naming and coming up with the term laser, from maser and ",He invented the (concept of) laser,1
1,Physics,229,What is Gordon Gould's main achievement?,light,He invented the (concept of) laser,-1
1,Physics,232,What is Gordon Gould's main achievement?,"creating lasers, though he only got the patent for a specific part ",He invented the (concept of) laser,1
1,Physics,247,What is Gordon Gould's main achievement?,masers,He invented the (concept of) laser,-1
1,Physics,254,What is Gordon Gould's main achievement?,inventing the laser,He invented the (concept of) laser,1
1,Physics,266,What is Gordon Gould's main achievement?,laser light ,He invented the (concept of) laser,1
1,Physics,274,What is Gordon Gould's main achievement?,He discovered and created the first laser,He invented the (concept of) laser,1
1,Physics,281,What is Gordon Gould's main achievement?,combining light and masers to create lasers ,He invented the (concept of) laser,1
1,Physics,289,What is Gordon Gould's main achievement?,creating the laser from light and the maser,He invented the (concept of) laser,1
1,Physics,299,What is Gordon Gould's main achievement?,"Finding the first laser, and eventually",He invented the (concept of) laser,1
1,Physics,300,What is Gordon Gould's main achievement?,He invented the laser and eventually got it patented ,He invented the (concept of) laser,1
1,Physics,311,What is Gordon Gould's main achievement?,inventing the laser,He invented the (concept of) laser,1
1,Physics,321,What is Gordon Gould's main achievement?,he received a patent for the first laser,He invented the (concept of) laser,1
1,Physics,331,What is Gordon Gould's main achievement?,He made the laser. ,He invented the (concept of) laser,1
1,Physics,337,What is Gordon Gould's main achievement?,Discovered the Laser,He invented the (concept of) laser,1
1,Physics,344,What is Gordon Gould's main achievement?,he created masur t,He invented the (concept of) laser,-1
1,Physics,358,What is Gordon Gould's main achievement?,he invented the laser,He invented the (concept of) laser,1
1,Physics,365,What is Gordon Gould's main achievement?,Lasers ,He invented the (concept of) laser,1
1,Physics,368,What is Gordon Gould's main achievement?,invention of the laser (had to fight for the patent of the invention for almost 20 ,He invented the (concept of) laser,1
1,Physics,373,What is Gordon Gould's main achievement?,making the laser ,He invented the (concept of) laser,1
1,Physics,108,"If the flashlight is like ripples in a bathtub, the laser is like ___________.",waves in the ocean,huge waves on the sea,1
1,Physics,115,"If the flashlight is like ripples in a bathtub, the laser is like ___________.",waves in the ocean,huge waves on the sea,1
1,Physics,127,"If the flashlight is like ripples in a bathtub, the laser is like ___________.",big waves in a sea/ocean,huge waves on the sea,1
1,Physics,143,"If the flashlight is like ripples in a bathtub, the laser is like ___________.",waves in the ocean,huge waves on the sea,1
1,Physics,145,"If the flashlight is like ripples in a bathtub, the laser is like ___________.",waves in the ocean,huge waves on the sea,1
1,Physics,149,"If the flashlight is like ripples in a bathtub, the laser is like ___________.",A Beam that shoots farther in one direc,huge waves on the sea,-1
1,Physics,151,"If the flashlight is like ripples in a bathtub, the laser is like ___________.",waves in the ocean,huge waves on the sea,1
1,Physics,164,"If the flashlight is like ripples in a bathtub, the laser is like ___________.",waves at sea,huge waves on the sea,1
1,Physics,165,"If the flashlight is like ripples in a bathtub, the laser is like ___________.",waves in the ocean ,huge waves on the sea,1
1,Physics,172,"If the flashlight is like ripples in a bathtub, the laser is like ___________.",waves in an ocean,huge waves on the sea,1
1,Physics,203,"If the flashlight is like ripples in a bathtub, the laser is like ___________.",waves in the sea,huge waves on the sea,1
1,Physics,210,"If the flashlight is like ripples in a bathtub, the laser is like ___________.",big waves in an ocean,huge waves on the sea,1
1,Physics,212,"If the flashlight is like ripples in a bathtub, the laser is like ___________.",waves of the ocean,huge waves on the sea,1
1,Physics,229,"If the flashlight is like ripples in a bathtub, the laser is like ___________.",waves,huge waves on the sea,0
1,Physics,232,"If the flashlight is like ripples in a bathtub, the laser is like ___________.",waves in the ocean,huge waves on the sea,1
1,Physics,247,"If the flashlight is like ripples in a bathtub, the laser is like ___________.",waves,huge waves on the sea,0
1,Physics,254,"If the flashlight is like ripples in a bathtub, the laser is like ___________.",sea waves,huge waves on the sea,1
1,Physics,266,"If the flashlight is like ripples in a bathtub, the laser is like ___________.",waves,huge waves on the sea,0
1,Physics,274,"If the flashlight is like ripples in a bathtub, the laser is like ___________.",waves in the ocean,huge waves on the sea,1
1,Physics,281,"If the flashlight is like ripples in a bathtub, the laser is like ___________.",giant waves in the ocean,huge waves on the sea,1
1,Physics,289,"If the flashlight is like ripples in a bathtub, the laser is like ___________.",waves in an ocean,huge waves on the sea,1
1,Physics,299,"If the flashlight is like ripples in a bathtub, the laser is like ___________.",waves in the ocean,huge waves on the sea,1
1,Physics,300,"If the flashlight is like ripples in a bathtub, the laser is like ___________.",waves in the ocean ,huge waves on the sea,1
1,Physics,311,"If the flashlight is like ripples in a bathtub, the laser is like ___________.",waves in the ocean,huge waves on the sea,1
1,Physics,321,"If the flashlight is like ripples in a bathtub, the laser is like ___________.",large wave ,huge waves on the sea,1
1,Physics,331,"If the flashlight is like ripples in a bathtub, the laser is like ___________.",ocean,huge waves on the sea,0
1,Physics,337,"If the flashlight is like ripples in a bathtub, the laser is like ___________.",waves in the ocean,huge waves on the sea,1
1,Physics,344,"If the flashlight is like ripples in a bathtub, the laser is like ___________.",waves on the ocean,huge waves on the sea,1
1,Physics,358,"If the flashlight is like ripples in a bathtub, the laser is like ___________.",waves in an ocean,huge waves on the sea,1
1,Physics,365,"If the flashlight is like ripples in a bathtub, the laser is like ___________.",massive waves in the ocean,huge waves on the sea,1
1,Physics,368,"If the flashlight is like ripples in a bathtub, the laser is like ___________.",huge waves in the ocean,huge waves on the sea,1
1,Physics,373,"If the flashlight is like ripples in a bathtub, the laser is like ___________.",huge waves in an ocean,huge waves on the sea,1
1,Physics,108,What is the name for light of a very precise wavelength and color?,monochromatic,Monochromatic,1
1,Physics,115,What is the name for light of a very precise wavelength and color?,0,Monochromatic,-1
1,Physics,127,What is the name for light of a very precise wavelength and color?,laser,Monochromatic,-1
1,Physics,143,What is the name for light of a very precise wavelength and color?,i don't remember ,Monochromatic,-1
1,Physics,145,What is the name for light of a very precise wavelength and color?,laser ,Monochromatic,-1
1,Physics,149,What is the name for light of a very precise wavelength and color?,lazer,Monochromatic,-1
1,Physics,151,What is the name for light of a very precise wavelength and color?,a laser,Monochromatic,-1
1,Physics,164,What is the name for light of a very precise wavelength and color?,laser,Monochromatic,-1
1,Physics,165,What is the name for light of a very precise wavelength and color?,a laser,Monochromatic,-1
1,Physics,172,What is the name for light of a very precise wavelength and color?,0,Monochromatic,-1
1,Physics,203,What is the name for light of a very precise wavelength and color?,laser,Monochromatic,-1
1,Physics,210,What is the name for light of a very precise wavelength and color?,microwave,Monochromatic,-1
1,Physics,212,What is the name for light of a very precise wavelength and color?,monochromatic,Monochromatic,1
1,Physics,229,What is the name for light of a very precise wavelength and color?,maser,Monochromatic,-1
1,Physics,232,What is the name for light of a very precise wavelength and color?,monochromatic,Monochromatic,1
1,Physics,247,What is the name for light of a very precise wavelength and color?,ultraviolet,Monochromatic,-1
1,Physics,254,What is the name for light of a very precise wavelength and color?,laser,Monochromatic,-1
1,Physics,266,What is the name for light of a very precise wavelength and color?,laser light ,Monochromatic,-1
1,Physics,274,What is the name for light of a very precise wavelength and color?,photon,Monochromatic,-1
1,Physics,281,What is the name for light of a very precise wavelength and color?,a laser,Monochromatic,-1
1,Physics,289,What is the name for light of a very precise wavelength and color?,0,Monochromatic,-1
1,Physics,299,What is the name for light of a very precise wavelength and color?,A laser,Monochromatic,-1
1,Physics,300,What is the name for light of a very precise wavelength and color?,A laser ,Monochromatic,-1
1,Physics,311,What is the name for light of a very precise wavelength and color?,laser,Monochromatic,-1
1,Physics,321,What is the name for light of a very precise wavelength and color?,monochromatic,Monochromatic,1
1,Physics,331,What is the name for light of a very precise wavelength and color?,Im,Monochromatic,-1
1,Physics,337,What is the name for light of a very precise wavelength and color?,Coherent Light,Monochromatic,-1
1,Physics,344,What is the name for light of a very precise wavelength and color?,it is a laser,Monochromatic,-1
1,Physics,358,What is the name for light of a very precise wavelength and color?,laser,Monochromatic,-1
1,Physics,365,What is the name for light of a very precise wavelength and color?,monochromatic and coherient,Monochromatic,1
1,Physics,368,What is the name for light of a very precise wavelength and color?,laser,Monochromatic,-1
1,Physics,373,What is the name for light of a very precise wavelength and color?,laser,Monochromatic,-1
1,Physics,108,"What is ""white"" light made of?",a mix of light of many different wavelengths,A mixture of lights of all different colors,1
1,Physics,115,"What is ""white"" light made of?",the same wave lengths,A mixture of lights of all different colors,-1
1,Physics,127,"What is ""white"" light made of?",mixed multi-colored waves - found in things like a flash,A mixture of lights of all different colors,1
1,Physics,143,"What is ""white"" light made of?",many different rays of light ,A mixture of lights of all different colors,0
1,Physics,145,"What is ""white"" light made of?",i have no idea,A mixture of lights of all different colors,-1
1,Physics,149,"What is ""white"" light made of?",all of the colors,A mixture of lights of all different colors,1
1,Physics,151,"What is ""white"" light made of?",all colors of light shining out,A mixture of lights of all different colors,1
1,Physics,164,"What is ""white"" light made of?",a mix of all different colored lights at different wavelengths,A mixture of lights of all different colors,1
1,Physics,165,"What is ""white"" light made of?","red, green, and blue light ",A mixture of lights of all different colors,1
1,Physics,172,"What is ""white"" light made of?",microwaves,A mixture of lights of all different colors,-1
1,Physics,203,"What is ""white"" light made of?",an array of different colored light rays,A mixture of lights of all different colors,1
1,Physics,210,"What is ""white"" light made of?",All of the different types of waves on the electromagnetic spectrum.,A mixture of lights of all different colors,1
1,Physics,212,"What is ""white"" light made of?",multiple colors ,A mixture of lights of all different colors,1
1,Physics,229,"What is ""white"" light made of?",lasers,A mixture of lights of all different colors,-1
1,Physics,232,"What is ""white"" light made of?",many different light waves of many colors that are not lined up,A mixture of lights of all different colors,1
1,Physics,247,"What is ""white"" light made of?",beams of sunlight,A mixture of lights of all different colors,-1
1,Physics,254,"What is ""white"" light made of?",many different streams of light waves,A mixture of lights of all different colors,1
1,Physics,266,"What is ""white"" light made of?",laser light I honsetly,A mixture of lights of all different colors,-1
1,Physics,274,"What is ""white"" light made of?",lots of different colored light particles ,A mixture of lights of all different colors,1
1,Physics,281,"What is ""white"" light made of?",many different colors that aren't all the same size of wave length,A mixture of lights of all different colors,1
1,Physics,289,"What is ""white"" light made of?",photons ,A mixture of lights of all different colors,-1
1,Physics,299,"What is ""white"" light made of?",different types of light wave segments intermingled,A mixture of lights of all different colors,1
1,Physics,300,"What is ""white"" light made of?",Multiple streams of colored light that are all mixed together,A mixture of lights of all different colors,1
1,Physics,311,"What is ""white"" light made of?",every color,A mixture of lights of all different colors,1
1,Physics,321,"What is ""white"" light made of?",many colors not focused nearly as much when compared to a laser,A mixture of lights of all different colors,1
1,Physics,331,"What is ""white"" light made of?",Many different colors. A light bulb has many diff,A mixture of lights of all different colors,1
1,Physics,337,"What is ""white"" light made of?",many different wavelengths,A mixture of lights of all different colors,1
1,Physics,344,"What is ""white"" light made of?",a bunch of different lights that combine together,A mixture of lights of all different colors,1
1,Physics,358,"What is ""white"" light made of?",multiple colors at all different wavelengths,A mixture of lights of all different colors,1
1,Physics,365,"What is ""white"" light made of?",all the different colors of light with a multitude of different fr,A mixture of lights of all different colors,1
1,Physics,368,"What is ""white"" light made of?",several other colors of light in a mixed up beam. This is what you see in a flash light of clear light bulb.,A mixture of lights of all different colors,1
1,Physics,373,"What is ""white"" light made of?",protons ,A mixture of lights of all different colors,-1
1,Physics,108,A light is ___________ when the peaks and troughs of the light waves line up precisely.,uniform,Coherent,-1
1,Physics,115,A light is ___________ when the peaks and troughs of the light waves line up precisely.,flashlight,Coherent,-1
1,Physics,127,A light is ___________ when the peaks and troughs of the light waves line up precisely.,"coherent - i'm bad at spelling, sorry idk if that's right",Coherent,1
1,Physics,143,A light is ___________ when the peaks and troughs of the light waves line up precisely.,white,Coherent,-1
1,Physics,145,A light is ___________ when the peaks and troughs of the light waves line up precisely.,concise ,Coherent,-1
1,Physics,149,A light is ___________ when the peaks and troughs of the light waves line up precisely.,a lazer ,Coherent,-1
1,Physics,151,A light is ___________ when the peaks and troughs of the light waves line up precisely.,a laser,Coherent,-1
1,Physics,164,A light is ___________ when the peaks and troughs of the light waves line up precisely.,laser,Coherent,-1
1,Physics,165,A light is ___________ when the peaks and troughs of the light waves line up precisely.,a laser,Coherent,-1
1,Physics,172,A light is ___________ when the peaks and troughs of the light waves line up precisely.,concentrated,Coherent,-1
1,Physics,203,A light is ___________ when the peaks and troughs of the light waves line up precisely.,coherent,Coherent,1
1,Physics,210,A light is ___________ when the peaks and troughs of the light waves line up precisely.,a laser,Coherent,-1
1,Physics,212,A light is ___________ when the peaks and troughs of the light waves line up precisely.,coherent,Coherent,1
1,Physics,229,A light is ___________ when the peaks and troughs of the light waves line up precisely.,white,Coherent,-1
1,Physics,232,A light is ___________ when the peaks and troughs of the light waves line up precisely.,monochromatic,Coherent,-1
1,Physics,247,A light is ___________ when the peaks and troughs of the light waves line up precisely.,blue ,Coherent,-1
1,Physics,254,A light is ___________ when the peaks and troughs of the light waves line up precisely.,conc,Coherent,-1
1,Physics,266,A light is ___________ when the peaks and troughs of the light waves line up precisely.,at its brightest point,Coherent,-1
1,Physics,274,A light is ___________ when the peaks and troughs of the light waves line up precisely.,consistent,Coherent,1
1,Physics,281,A light is ___________ when the peaks and troughs of the light waves line up precisely.,a laser,Coherent,-1
1,Physics,289,A light is ___________ when the peaks and troughs of the light waves line up precisely.,energy,Coherent,-1
1,Physics,299,A light is ___________ when the peaks and troughs of the light waves line up precisely.,lazer,Coherent,-1
1,Physics,300,A light is ___________ when the peaks and troughs of the light waves line up precisely.,cohesive,Coherent,-1
1,Physics,311,A light is ___________ when the peaks and troughs of the light waves line up precisely.,cohesive o,Coherent,-1
1,Physics,321,A light is ___________ when the peaks and troughs of the light waves line up precisely.,monochromatic,Coherent,-1
1,Physics,331,A light is ___________ when the peaks and troughs of the light waves line up precisely.,a laser,Coherent,-1
1,Physics,337,A light is ___________ when the peaks and troughs of the light waves line up precisely.,coherent,Coherent,1
1,Physics,344,A light is ___________ when the peaks and troughs of the light waves line up precisely.,order,Coherent,-1
1,Physics,358,A light is ___________ when the peaks and troughs of the light waves line up precisely.,a laser,Coherent,-1
1,Physics,365,A light is ___________ when the peaks and troughs of the light waves line up precisely.,coherient ,Coherent,1
1,Physics,368,A light is ___________ when the peaks and troughs of the light waves line up precisely.,a laser,Coherent,-1
1,Physics,373,A light is ___________ when the peaks and troughs of the light waves line up precisely.,bright,Coherent,-1
1,Physics,108,A ___________ emits light to begin the process of creating a laser beam.,0,Flash tube,-1
1,Physics,115,A ___________ emits light to begin the process of creating a laser beam.,flash bbulb,Flash tube,0
1,Physics,127,A ___________ emits light to begin the process of creating a laser beam.,"volt of electricity, a flash - some type of stimulate ",Flash tube,0
1,Physics,143,A ___________ emits light to begin the process of creating a laser beam.,electron,Flash tube,-1
1,Physics,145,A ___________ emits light to begin the process of creating a laser beam.,0,Flash tube,-1
1,Physics,149,A ___________ emits light to begin the process of creating a laser beam.,flash tube?,Flash tube,1
1,Physics,151,A ___________ emits light to begin the process of creating a laser beam.,photon or electron,Flash tube,-1
1,Physics,164,A ___________ emits light to begin the process of creating a laser beam.,photon,Flash tube,-1
1,Physics,165,A ___________ emits light to begin the process of creating a laser beam.,spark,Flash tube,-1
1,Physics,172,A ___________ emits light to begin the process of creating a laser beam.,photon,Flash tube,-1
1,Physics,203,A ___________ emits light to begin the process of creating a laser beam.,photon,Flash tube,-1
1,Physics,210,A ___________ emits light to begin the process of creating a laser beam.,photon,Flash tube,-1
1,Physics,212,A ___________ emits light to begin the process of creating a laser beam.,the contraction the holds the ruby crystal,Flash tube,0
1,Physics,229,A ___________ emits light to begin the process of creating a laser beam.,tunnel,Flash tube,-1
1,Physics,232,A ___________ emits light to begin the process of creating a laser beam.,flashlight,Flash tube,1
1,Physics,247,A ___________ emits light to begin the process of creating a laser beam.,electron,Flash tube,-1
1,Physics,254,A ___________ emits light to begin the process of creating a laser beam.,atom,Flash tube,-1
1,Physics,266,A ___________ emits light to begin the process of creating a laser beam.,laser,Flash tube,-1
1,Physics,274,A ___________ emits light to begin the process of creating a laser beam.,0,Flash tube,-1
1,Physics,281,A ___________ emits light to begin the process of creating a laser beam.,idk,Flash tube,-1
1,Physics,289,A ___________ emits light to begin the process of creating a laser beam.,photon,Flash tube,-1
1,Physics,299,A ___________ emits light to begin the process of creating a laser beam.,photon,Flash tube,-1
1,Physics,300,A ___________ emits light to begin the process of creating a laser beam.,flash,Flash tube,0
1,Physics,311,A ___________ emits light to begin the process of creating a laser beam.,medium,Flash tube,-1
1,Physics,321,A ___________ emits light to begin the process of creating a laser beam.,the clear tube that was coiled around the ,Flash tube,0
1,Physics,331,A ___________ emits light to begin the process of creating a laser beam.,I dont know,Flash tube,-1
1,Physics,337,A ___________ emits light to begin the process of creating a laser beam.,photon,Flash tube,-1
1,Physics,344,A ___________ emits light to begin the process of creating a laser beam.,flash tube,Flash tube,1
1,Physics,358,A ___________ emits light to begin the process of creating a laser beam.,tube,Flash tube,-1
1,Physics,365,A ___________ emits light to begin the process of creating a laser beam.,flash beam,Flash tube,0
1,Physics,368,A ___________ emits light to begin the process of creating a laser beam.,photon,Flash tube,-1
1,Physics,373,A ___________ emits light to begin the process of creating a laser beam.,electron,Flash tube,-1
1,Physics,108,What object can serve as a red laser's medium?,a ruby crystal,Ruby crystal,1
1,Physics,115,What object can serve as a red laser's medium?,ruby crystal,Ruby crystal,1
1,Physics,127,What object can serve as a red laser's medium?,ruby crystal,Ruby crystal,1
1,Physics,143,What object can serve as a red laser's medium?,the crystal rod ,Ruby crystal,-1
1,Physics,145,What object can serve as a red laser's medium?,A ruby crystal ,Ruby crystal,1
1,Physics,149,What object can serve as a red laser's medium?,ruby crystal,Ruby crystal,1
1,Physics,151,What object can serve as a red laser's medium?,ruby crystal,Ruby crystal,1
1,Physics,164,What object can serve as a red laser's medium?,ruby crystal,Ruby crystal,1
1,Physics,165,What object can serve as a red laser's medium?,a battery,Ruby crystal,-1
1,Physics,172,What object can serve as a red laser's medium?,ruby crystal,Ruby crystal,1
1,Physics,203,What object can serve as a red laser's medium?,ruby crystal,Ruby crystal,1
1,Physics,210,What object can serve as a red laser's medium?,a liquid,Ruby crystal,-1
1,Physics,212,What object can serve as a red laser's medium?,ruby crystal,Ruby crystal,1
1,Physics,229,What object can serve as a red laser's medium?,tube,Ruby crystal,-1
1,Physics,232,What object can serve as a red laser's medium?,red crystal,Ruby crystal,1
1,Physics,247,What object can serve as a red laser's medium?,can't remember,Ruby crystal,-1
1,Physics,254,What object can serve as a red laser's medium?,ruby crystal,Ruby crystal,1
1,Physics,266,What object can serve as a red laser's medium?,The pointers that teachers use to follow what they are showing the class,Ruby crystal,-1
1,Physics,274,What object can serve as a red laser's medium?,ruby crystal ,Ruby crystal,1
1,Physics,281,What object can serve as a red laser's medium?,the red center thing they talked about,Ruby crystal,0
1,Physics,289,What object can serve as a red laser's medium?,ruby crystal,Ruby crystal,1
1,Physics,299,What object can serve as a red laser's medium?,Solid base,Ruby crystal,-1
1,Physics,300,What object can serve as a red laser's medium?,Ruby crystals ,Ruby crystal,1
1,Physics,311,What object can serve as a red laser's medium?,"the crystal, liquid,",Ruby crystal,-1
1,Physics,321,What object can serve as a red laser's medium?,a crystal,Ruby crystal,-1
1,Physics,331,What object can serve as a red laser's medium?,ruby crystal,Ruby crystal,1
1,Physics,337,What object can serve as a red laser's medium?,ruby crystal,Ruby crystal,1
1,Physics,344,What object can serve as a red laser's medium?,ruby crystal,Ruby crystal,1
1,Physics,358,What object can serve as a red laser's medium?,a ruby crystal,Ruby crystal,1
1,Physics,365,What object can serve as a red laser's medium?,red ruby solid,Ruby crystal,0
1,Physics,368,What object can serve as a red laser's medium?,ruby crystals inside of a tube,Ruby crystal,1
1,Physics,373,What object can serve as a red laser's medium?,printer,Ruby crystal,-1
1,Physics,108,What is the normal state of an electron?,ground state,Ground state,1
1,Physics,115,What is the normal state of an electron?,ground state,Ground state,1
1,Physics,127,What is the normal state of an electron?,ground state ,Ground state,1
